,Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,W/L,Score,Home Score,Away Score,Total Score,"City, State",lat,lng
96,10/25/2008,Hawaii,6:05 PM,Nevada,NR,"Aloha StadiumHonolulu, HI","Oceanic PPV, KFVE (delayed)",W 38-31,40225,3,4,50000,0.8045,True,False,0.0,0.0,0.0,85,71,NR,WAC,2008,10,25,W,38-31,38,31,69,"Honolulu, HI",21.3098845,-157.8581401
97,11/22/2008,Hawaii,5:05 PM,Idaho,NR,"Aloha StadiumHonolulu, HI","Oceanic PPV, KFVE (delayed)",W 49-17,39014,5,5,50000,0.78028,True,False,0.38,0.0,0.0,83,68,NR,WAC,2008,11,22,W,49-17,49,17,66,"Honolulu, HI",21.3098845,-157.8581401
98,11/29/2008,Hawaii,6:05 PM,Washington State*,NR,"Aloha StadiumHonolulu, HI","Oceanic PPV, KFVE (delayed)",W 24-10,42312,6,5,50000,0.84624,True,False,0.01,0.0,0.0,82,65,NR,WAC,2008,11,29,W,24-10,24,10,34,"Honolulu, HI",21.3098845,-157.8581401
99,12/6/2008,Hawaii,6:30 PM,No. 13 Cincinnati*,NR,"Aloha StadiumHonolulu, HI",ESPN2,L 24-29,40549,7,5,50000,0.81098,True,False,0.0,0.0,0.0,81,70,13,WAC,2008,12,6,L,24-29,24,29,53,"Honolulu, HI",21.3098845,-157.8581401
100,12/24/2008,Hawaii,3:00 PM,Notre Dame*,NR,"Aloha StadiumHonolulu, HI",ESPN,L 21-49,45718,7,6,50000,0.91436,True,False,0.01,0.0,0.0,80,68,NR,WAC,2008,12,24,L,21-49,21,49,70,"Honolulu, HI",21.3098845,-157.8581401
101,9/2/2010,Hawaii,5:00 PM,No. 14 USC*,NR,"Aloha StadiumHonolulu, HI",ESPN,L 36-49,44204,0,0,50000,0.88408,False,False,0.02,0.0,0.0,86,68,14,WAC,2010,9,2,L,36-49,36,49,85,"Honolulu, HI",21.3098845,-157.8581401
102,9/25/2010,Hawaii,5:30 PM,Charleston Southern*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 66-7,30300,1,2,50000,0.606,False,False,0.0,0.0,0.0,87,71,NR,WAC,2010,9,25,W,66-7,66,7,73,"Honolulu, HI",21.3098845,-157.8581401
103,10/2/2010,Hawaii,5:30 PM,Louisiana Tech,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 41-21,29469,2,2,50000,0.58938,False,False,0.03,0.0,0.0,85,70,NR,WAC,2010,10,2,W,41-21,41,21,62,"Honolulu, HI",21.3098845,-157.8581401
104,10/16/2010,Hawaii,5:30 PM,No. 19 Nevada,NR,"Aloha StadiumHonolulu, HI","ESPN3, WAC Sports Network",W 27-21,42031,4,2,50000,0.84062,False,False,0.0,0.0,0.0,86,70,19,WAC,2010,10,16,W,27-21,27,21,48,"Honolulu, HI",21.3098845,-157.8581401
105,10/30/2010,Hawaii,5:30 PM,Idaho,NR,"Aloha StadiumHonolulu, HI",ESPN3,W 45-10,37466,6,2,50000,0.74932,False,False,0.02,0.0,0.0,83,73,NR,WAC,2010,10,30,W,45-10,45,10,55,"Honolulu, HI",21.3098845,-157.8581401
106,11/20/2010,Hawaii,5:30 PM,San Jose State,NR,"Aloha StadiumHonolulu, HI",ESPN3,W 41-7,30011,7,3,50000,0.60022,False,False,0.03,0.0,0.0,83,68,NR,WAC,2010,11,20,W,41-7,41,7,48,"Honolulu, HI",21.3098845,-157.8581401
107,12/4/2010,Hawaii,5:30 PM,UNLV*,25,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 59-21,37820,9,3,50000,0.7564,False,False,0.0,0.0,0.0,83,72,NR,WAC,2010,12,4,W,59-21,59,21,80,"Honolulu, HI",21.3098845,-157.8581401
108,9/3/2011,Hawaii,4:15 PM,Colorado*,NR,"Aloha StadiumHonolulu, HI",ESPN2,W 34-17,37001,0,0,50000,0.74002,False,False,0.0,0.0,0.0,88,75,NR,WAC,2011,9,3,W,34-17,34,17,51,"Honolulu, HI",21.3098845,-157.8581401
109,9/24/2011,Hawaii,6:00 PM,(FCS) UC Davis*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ESPN3,W 56-14,30756,1,2,50000,0.61512,False,False,0.0,0.0,0.0,87,71,NR,WAC,2011,9,24,W,56-14,56,14,70,"Honolulu, HI",21.3098845,-157.8581401
110,10/22/2011,Hawaii,6:00 PM,New Mexico State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ESPN3,W 45-34,30568,3,3,50000,0.61136,False,False,0.0,0.0,0.0,85,71,NR,WAC,2011,10,22,W,45-34,45,34,79,"Honolulu, HI",21.3098845,-157.8581401
111,11/5/2011,Hawaii,6:00 PM,Utah State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ESPN3,L 31-35,30301,5,3,50000,0.60602,False,False,0.0,0.0,0.0,84,75,NR,WAC,2011,11,5,L,31-35,31,35,66,"Honolulu, HI",21.3098845,-157.8581401
112,11/19/2011,Hawaii,6:00 PM,Fresno State,NR,"Aloha StadiumHonolulu, HI",WSN/ALT2,L 21-24,28907,5,5,50000,0.57814,False,False,0.0,0.0,0.0,83,75,NR,WAC,2011,11,19,L,21-24,21,24,45,"Honolulu, HI",21.3098845,-157.8581401
113,11/26/2011,Hawaii,6:00 PM,Tulane*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ESPN3,W 35-23,27411,5,6,50000,0.54822,False,False,0.02,0.0,0.0,84,70,NR,WAC,2011,11,26,W,35-23,35,23,58,"Honolulu, HI",21.3098845,-157.8581401
114,12/3/2011,Hawaii,2:30 PM,BYU*,NR,"Aloha StadiumHonolulu, HI",ESPN2,L 20-41,34446,6,6,50000,0.68892,False,False,0.0,0.0,0.0,84,68,NR,WAC,2011,12,3,L,20-41,20,41,61,"Honolulu, HI",21.3098845,-157.8581401
115,9/15/2012,Hawaii,6:00 PM,Lamar*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ROOT,W 54-2,31442,0,1,50000,0.62884,True,False,0.0,0.0,0.0,85,74,NR,MWC,2012,9,15,W,54-2,54,2,56,"Honolulu, HI",21.3098845,-157.8581401
116,9/22/2012,Hawaii,4:30 PM,Nevada,NR,"Aloha StadiumHonolulu, HI",NBCSN,L 24-69,31417,1,1,50000,0.62834,True,False,0.0,0.0,0.0,86,75,NR,MWC,2012,9,22,L,24-69,24,69,93,"Honolulu, HI",21.3098845,-157.8581401
117,10/13/2012,Hawaii,6:00 PM,New Mexico,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ROOT,L 23-35,31632,1,4,50000,0.63264,True,False,0.0,0.0,0.0,87,76,NR,MWC,2012,10,13,L,23-35,23,35,58,"Honolulu, HI",21.3098845,-157.8581401
118,11/10/2012,Hawaii,2:00 PM,Boise State,NR,"Aloha StadiumHonolulu, HI",NBCSN,L 14-49,29471,1,7,50000,0.58942,True,False,0.0,0.0,0.0,83,74,NR,MWC,2012,11,10,L,14-49,14,49,63,"Honolulu, HI",21.3098845,-157.8581401
119,11/24/2012,Hawaii,6:00 PM,UNLV,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 48-10,28359,1,9,50000,0.56718,True,False,0.02,0.0,0.0,86,67,NR,MWC,2012,11,24,W,48-10,48,10,58,"Honolulu, HI",21.3098845,-157.8581401
120,12/1/2012,Hawaii,6:00 PM,South Alabama*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/ROOT/TWCSN,W 23-7,27865,2,9,50000,0.5573,True,False,0.0,0.0,0.0,82,64,NR,MWC,2012,12,1,W,23-7,23,7,30,"Honolulu, HI",21.3098845,-157.8581401
121,8/29/2013,Hawaii,5:00 PM,No. 24 USC*,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 13-30,39058,0,0,50000,0.78116,False,False,0.0,0.0,0.0,88,70,24,MWC,2013,8,29,L,13-30,13,30,43,"Honolulu, HI",21.3098845,-157.8581401
122,9/28/2013,Hawaii,6:00 PM,No. 23 Fresno State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 37-42,28755,0,3,50000,0.5751,False,False,0.0,0.0,0.0,87,77,23,MWC,2013,9,28,L,37-42,37,42,79,"Honolulu, HI",21.3098845,-157.8581401
123,10/5/2013,Hawaii,6:00 PM,San Jose State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 27-37,27146,0,4,50000,0.54292,False,False,0.0,0.0,0.0,87,74,NR,MWC,2013,10,5,L,27-37,27,37,64,"Honolulu, HI",21.3098845,-157.8581401
124,10/26/2013,Hawaii,6:00 PM,Colorado State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 28-35,29752,0,6,50000,0.59504,False,False,0.0,0.0,0.0,88,71,NR,MWC,2013,10,26,L,28-35,28,35,63,"Honolulu, HI",21.3098845,-157.8581401
126,11/30/2013,Hawaii,6:00 PM,Army*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 49-42,32690,0,11,50000,0.6538,False,False,0.18,0.0,0.0,84,70,NR,MWC,2013,11,30,W,49-42,49,42,91,"Honolulu, HI",21.3098845,-157.8581401
127,8/30/2014,Hawaii,4:30 PM,No. 25 Washington*,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 16-17,36411,0,0,50000,0.72822,False,False,0.0,0.0,0.0,90,75,25,MWC,2014,8,30,L,16-17,16,17,33,"Honolulu, HI",21.3098845,-157.8581401
128,9/6/2014,Hawaii,4:30 PM,Oregon State*,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 30-38,29050,0,1,50000,0.581,False,False,0.01,0.0,0.0,99,78,NR,MWC,2014,9,6,L,30-38,30,38,68,"Honolulu, HI",21.3098845,-157.8581401
129,9/13/2014,Hawaii,6:00 PM,No. 10 (FCS) Northern Iowa*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 27-24,24999,0,2,50000,0.49998,False,False,0.0,0.0,0.0,90,71,1,MWC,2014,9,13,W,27-24,27,24,51,"Honolulu, HI",21.3098845,-157.8581401
130,10/11/2014,Hawaii,6:00 PM,Wyoming,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 38-28,20495,1,4,50000,0.4099,False,False,0.0,0.0,0.0,89,77,NR,MWC,2014,10,11,W,38-28,38,28,66,"Honolulu, HI",21.3098845,-157.8581401
131,10/25/2014,Hawaii,6:00 PM,Nevada,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 18-26,27061,2,5,50000,0.54122,False,False,0.0,0.0,0.0,88,73,NR,MWC,2014,10,25,L,18-26,18,26,44,"Honolulu, HI",21.3098845,-157.8581401
132,11/1/2014,Hawaii,5:00 PM,Utah State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 14-35,19799,2,6,50000,0.39598,False,False,0.04,0.0,0.0,85,77,NR,MWC,2014,11,1,L,14-35,14,35,49,"Honolulu, HI",21.3098845,-157.8581401
133,11/22/2014,Hawaii,6:00 PM,UNLV,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 37-35,25604,3,8,50000,0.51208,False,False,0.0,0.0,0.0,86,75,NR,MWC,2014,11,22,W,37-35,37,35,72,"Honolulu, HI",21.3098845,-157.8581401
134,9/3/2015,Hawaii,7:00 PM,Colorado*,NR,"Aloha StadiumHonolulu, HI",CBSSN,W 28-20,24255,0,0,50000,0.4851,False,False,0.23,0.0,0.0,90,77,NR,MWC,2015,9,3,W,28-20,28,20,48,"Honolulu, HI",21.3098845,-157.8581401
135,9/19/2015,Hawaii,6:00 PM,UC Davis*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 47-27,25714,1,1,50000,0.51428,False,False,0.02,0.0,0.0,87,77,NR,MWC,2015,9,19,W,47-27,47,27,74,"Honolulu, HI",21.3098845,-157.8581401
136,10/10/2015,Hawaii,6:00 PM,San Diego State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 14-28,28543,2,3,50000,0.57086,False,False,0.0,0.0,0.0,91,77,NR,MWC,2015,10,10,L,14-28,14,28,42,"Honolulu, HI",21.3098845,-157.8581401
137,10/31/2015,Hawaii,4:30 PM,Air Force,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 7-58,22430,2,6,50000,0.4486,False,False,0.0,0.0,0.0,91,76,NR,MWC,2015,10,31,L,7-58,7,58,65,"Honolulu, HI",21.3098845,-157.8581401
138,11/14/2015,Hawaii,6:00 PM,Fresno State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 14-42,21485,2,8,50000,0.4297,False,False,0.17,0.0,0.0,85,73,NR,MWC,2015,11,14,L,14-42,14,42,56,"Honolulu, HI",21.3098845,-157.8581401
139,11/21/2015,Hawaii,6:00 PM,San Jose State,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 23-42,20320,2,9,50000,0.4064,False,False,0.85,0.0,0.0,77,72,NR,MWC,2015,11,21,L,23-42,23,42,65,"Honolulu, HI",21.3098845,-157.8581401
140,11/28/2015,Hawaii,6:00 PM,Louisiana-Monroe*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV/Campus Insiders,W 28-26,21284,2,10,50000,0.42568,False,False,0.02,0.0,0.0,84,76,NR,MWC,2015,11,28,W,28-26,28,26,54,"Honolulu, HI",21.3098845,-157.8581401
141,9/10/2016,Hawaii,6:00 PM,UT Martin*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 41-36,23900,0,2,50000,0.478,True,False,0.0,0.0,0.0,88,73,NR,MWC,2016,9,10,W,41-36,41,36,77,"Honolulu, HI",21.3098845,-157.8581401
142,10/1/2016,Hawaii,6:00 PM,Nevada,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 38-17,23593,1,3,50000,0.47186,True,False,0.0,0.0,0.0,87,76,NR,MWC,2016,10,1,W,38-17,38,17,55,"Honolulu, HI",21.3098845,-157.8581401
143,10/15/2016,Hawaii,6:00 PM,UNLV,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 38-41,31287,3,3,50000,0.62574,True,False,0.0,0.0,0.0,87,77,NR,MWC,2016,10,15,L,38-41,38,41,79,"Honolulu, HI",21.3098845,-157.8581401
144,10/29/2016,Hawaii,6:00 PM,New Mexico,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,L 21-28,23964,4,4,50000,0.47928,True,False,0.0,0.0,0.0,84,74,NR,MWC,2016,10,29,L,21-28,21,28,49,"Honolulu, HI",21.3098845,-157.8581401
145,11/12/2016,Hawaii,2:00 PM,No. 24 Boise State,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 16-52,22731,4,6,50000,0.45462,True,False,0.0,0.0,0.0,86,68,24,MWC,2016,11,12,L,16-52,16,52,68,"Honolulu, HI",21.3098845,-157.8581401
146,11/26/2016,Hawaii,6:00 PM,UMass*,NR,"Aloha StadiumHonolulu, HI",Oceanic PPV,W 46-40,22739,5,7,50000,0.45478,True,False,0.05,0.0,0.0,81,66,NR,MWC,2016,11,26,W,46-40,46,40,86,"Honolulu, HI",21.3098845,-157.8581401
147,12/24/2016,Hawaii,3:00 PM,Middle Tennessee*,NR,"Aloha StadiumHonolulu, HI",ESPN,W 52-35,23175,6,7,50000,0.4635,True,False,0.01,0.0,0.0,83,72,NR,MWC,2016,12,24,W,52-35,52,35,87,"Honolulu, HI",21.3098845,-157.8581401
148,9/2/2017,Hawaii,7:00 PM,Western Carolina*,NR,"Aloha StadiumHonolulu, HI",SPEC PPV,W 41-18,25472,1,0,50000,0.50944,False,False,0.0,0.0,0.0,90,71,NR,MWC,2017,9,2,W,41-18,41,18,59,"Honolulu, HI",21.3098845,-157.8581401
149,9/30/2017,Hawaii,7:00 PM,Colorado State,NR,"Aloha StadiumHonolulu, HI",SPEC PPV,L 21-51,25687,2,2,50000,0.51374,False,False,0.0,0.0,0.0,89,61,NR,MWC,2017,9,30,L,21-51,21,51,72,"Honolulu, HI",21.3098845,-157.8581401
150,10/14/2017,Hawaii,7:00 PM,San Jose State,NR,"Aloha StadiumHonolulu, HI",SPEC PPV,W 37-26,25019,2,4,50000,0.50038,False,False,0.0,0.0,0.0,89,78,NR,MWC,2017,10,14,W,37-26,37,26,63,"Honolulu, HI",21.3098845,-157.8581401
151,10/28/2017,Hawaii,5:15 PM,San Diego State,NR,"Aloha StadiumHonolulu, HI",ESPN2,L 7-28,23018,3,4,50000,0.46036,False,False,0.0,0.0,0.0,83,68,NR,MWC,2017,10,28,L,7-28,7,28,35,"Honolulu, HI",21.3098845,-157.8581401
152,11/11/2017,Hawaii,7:00 PM,Fresno State,NR,"Aloha StadiumHonolulu, HI",SPEC PPV,L 21-31,21357,3,6,50000,0.42714,False,False,0.12,0.0,0.0,85,72,NR,MWC,2017,11,11,L,21-31,21,31,52,"Honolulu, HI",21.3098845,-157.8581401
153,11/25/2017,Hawaii,4:00 PM,BYU*,NR,"Aloha StadiumHonolulu, HI",CBSSN,L 20-30,24910,3,8,50000,0.4982,False,False,0.04,0.0,0.0,79,68,NR,MWC,2017,11,25,L,20-30,20,30,50,"Honolulu, HI",21.3098845,-157.8581401
154,9/1/2018,Hawaii,5:00 PM,Navy*,NR,"Aloha StadiumHonolulu, HI",CBSSN,W 59-41,29702,1,0,50000,0.59404,False,False,0.0,0.0,0.0,87,73,NR,MWC,2018,9,1,W,59-41,59,41,100,"Honolulu, HI",21.3098845,-157.8581401
155,9/8/2018,Hawaii,6:00 PM,Rice*,NR,"Aloha StadiumHonolulu, HI",SPEC HI,W 43-29,23112,2,0,50000,0.46224,False,False,0.0,0.0,0.0,88,71,NR,MWC,2018,9,8,W,43-29,43,29,72,"Honolulu, HI",21.3098845,-157.8581401
156,9/22/2018,Hawaii,6:00 PM,Duquesne*,NR,"Aloha StadiumHonolulu, HI",SPEC HI,W 42-21,26175,3,1,50000,0.5235,False,False,0.0,0.0,0.0,87,76,NR,MWC,2018,9,22,W,42-21,42,21,63,"Honolulu, HI",21.3098845,-157.8581401
157,10/6/2018,Hawaii,6:00 PM,Wyoming,NR,"Aloha StadiumHonolulu, HI",SPEC HI,W 17-13,23907,5,1,50000,0.47814,False,False,0.05,0.0,0.0,87,73,NR,MWC,2018,10,6,W,17-13,17,13,30,"Honolulu, HI",21.3098845,-157.8581401
158,10/20/2018,Hawaii,6:00 PM,Nevada,NR,"Aloha StadiumHonolulu, HI",SPEC HI,L 22-40,24475,6,2,50000,0.4895,False,False,0.03,0.0,0.0,89,72,NR,MWC,2018,10,20,L,22-40,22,40,62,"Honolulu, HI",21.3098845,-157.8581401
159,11/3/2018,Hawaii,6:00 PM,No. 18 Utah State,NR,"Aloha StadiumHonolulu, HI",SPEC HI,L 17-56,21476,6,4,50000,0.42952,False,False,0.0,0.0,0.0,86,74,18,MWC,2018,11,3,L,17-56,17,56,73,"Honolulu, HI",21.3098845,-157.8581401
160,11/17/2018,Hawaii,6:00 PM,UNLV,NR,"Aloha StadiumHonolulu, HI",SPEC HI,W 35-28,25697,6,5,50000,0.51394,False,False,0.12,0.0,0.0,81,72,NR,MWC,2018,11,17,W,35-28,35,28,63,"Honolulu, HI",21.3098845,-157.8581401
161,9/23/2000,Boston College,12:00 PM,Navy*,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 48-7,42681,1,1,44500,0.959123596,False,False,0.0,0.0,0.0,67,52,NR,ACC,2000,9,23,W,48-7,48,7,55,"Chestnut Hill, MA",42.3328668,-71.1727583
162,10/7/2000,Boston College,12:00 PM,Connecticut*,NR,"Alumni StadiumChestnut Hill, MA",NESN,W 55-3,35383,2,2,44500,0.795123596,False,False,0.04,0.0,0.0,56,44,NR,ACC,2000,10,7,W,55-3,55,3,58,"Chestnut Hill, MA",42.3328668,-71.1727583
163,10/28/2000,Boston College,12:00 PM,Rutgers,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 42-13,33565,4,3,44500,0.754269663,False,False,0.0,0.0,0.0,64,52,NR,ACC,2000,10,28,W,42-13,42,13,55,"Chestnut Hill, MA",42.3328668,-71.1727583
164,11/4/2000,Boston College,12:00 PM,Temple,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 31-3,35333,5,3,44500,0.794,False,False,0.0,0.0,0.0,58,46,NR,ACC,2000,11,4,W,31-3,31,3,34,"Chestnut Hill, MA",42.3328668,-71.1727583
165,9/1/2001,Boston College,12:00 PM,West Virginia,NR,"Alumni StadiumChestnut Hill, MA",ABC,W 34-10,42482,0,0,44500,0.954651685,False,False,0.0,0.0,0.0,82,69,NR,ACC,2001,9,1,W,34-10,34,10,44,"Chestnut Hill, MA",42.3328668,-71.1727583
166,9/29/2001,Boston College,12:00 PM,Army*,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 31-10,43042,2,1,44500,0.967235955,False,False,0.0,0.0,0.0,63,50,NR,ACC,2001,9,29,W,31-10,31,10,41,"Chestnut Hill, MA",42.3328668,-71.1727583
167,10/6/2001,Boston College,3:30 PM,Temple,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 33-10,38724,3,1,44500,0.870202247,False,False,0.0,0.0,0.0,79,60,NR,ACC,2001,10,6,W,33-10,33,10,43,"Chestnut Hill, MA",42.3328668,-71.1727583
168,10/20/2001,Boston College,12:00 PM,Pittsburgh,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 45-7,41637,4,2,44500,0.935662921,False,False,0.0,0.0,0.0,62,45,NR,ACC,2001,10,20,W,45-7,45,7,52,"Chestnut Hill, MA",42.3328668,-71.1727583
169,11/10/2001,Boston College,12:00 PM,No. 1 Miami,NR,"Alumni StadiumChestnut Hill, MA",ABC,L 7-18,44500,6,2,44500,1.0,False,False,0.0,0.0,0.0,47,32,1,ACC,2001,11,10,L,7-18,7,18,25,"Chestnut Hill, MA",42.3328668,-71.1727583
170,8/31/2002,Boston College,12:00 PM,Connecticut*,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 24-16,40066,0,0,44500,0.900359551,False,False,0.03,0.0,0.0,69,57,NR,ACC,2002,8,31,W,24-16,24,16,40,"Chestnut Hill, MA",42.3328668,-71.1727583
171,9/7/2002,Boston College,3:30 PM,Stanford*,NR,"Alumni StadiumChestnut Hill, MA",ESPN2,W 34-27,41065,1,0,44500,0.922808989,False,False,0.0,0.0,0.0,77,56,NR,ACC,2002,9,7,W,34-27,34,27,61,"Chestnut Hill, MA",42.3328668,-71.1727583
172,9/28/2002,Boston College,12:00 PM,Central Michigan*,NR,"Alumni StadiumChestnut Hill, MA",Not on TV,W 43-0,41826,2,1,44500,0.939910112,False,False,0.27,0.0,0.0,72,55,NR,ACC,2002,9,28,W,43-0,43,0,43,"Chestnut Hill, MA",42.3328668,-71.1727583
173,10/19/2002,Boston College,12:00 PM,Navy*,NR,"Alumni StadiumChestnut Hill, MA",Not on TV,W 46-21,41322,3,2,44500,0.92858427,False,False,0.0,0.0,0.0,55,41,NR,ACC,2002,10,19,W,46-21,46,21,67,"Chestnut Hill, MA",42.3328668,-71.1727583
174,11/30/2002,Boston College,12:00 PM,Rutgers,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,W 44-14,33786,7,4,44500,0.759235955,False,False,0.04,0.8,6.0,37,23,NR,ACC,2002,11,30,W,44-14,44,14,58,"Chestnut Hill, MA",42.3328668,-71.1727583
175,8/30/2003,Boston College,1:00 PM,Wake Forest*,NR,"Alumni StadiumChestnut Hill, MA",Not on TV,L 28-32,42563,0,0,44500,0.95647191,False,False,0.0,0.0,0.0,78,64,NR,ACC,2003,8,30,L,28-32,28,32,60,"Chestnut Hill, MA",42.3328668,-71.1727583
176,9/20/2003,Boston College,7:45 PM,No. 2 Miami (FL),NR,"Alumni StadiumChestnut Hill, MA",ESPN,L 14-33,44500,2,1,44500,1.0,False,False,0.38,0.0,0.0,72,67,2,ACC,2003,9,20,L,14-33,14,33,47,"Chestnut Hill, MA",42.3328668,-71.1727583
177,9/27/2003,Boston College,1:00 PM,Ball State*,NR,"Alumni StadiumChestnut Hill, MA",Not on TV,W 53-29,42353,2,2,44500,0.951752809,False,False,0.01,0.0,0.0,66,58,NR,ACC,2003,9,27,W,53-29,53,29,82,"Chestnut Hill, MA",42.3328668,-71.1727583
178,11/1/2003,Boston College,1:00 PM,Pittsburgh,NR,"Alumni StadiumChestnut Hill, MA",Not on TV,L 13-24,41983,5,3,44500,0.943438202,False,False,0.0,0.0,0.0,64,46,NR,ACC,2003,11,1,L,13-24,13,24,37,"Chestnut Hill, MA",42.3328668,-71.1727583
179,11/8/2003,Boston College,12:00 PM,West Virginia,NR,"Alumni StadiumChestnut Hill, MA",ESPN+,L 28-35,39723,5,4,44500,0.892651685,False,False,0.0,0.0,0.0,54,37,NR,ACC,2003,11,8,L,28-35,28,35,63,"Chestnut Hill, MA",42.3328668,-71.1727583
180,9/11/2004,Boston College,8:00 PM,Penn State*,NR,"Alumni StadiumChestnut Hill, MA",ABC,W 21-7,44500,1,0,44500,1.0,False,False,0.0,0.0,0.0,74,56,NR,ACC,2004,9,11,W,21-7,21,7,28,"Chestnut Hill, MA",42.3328668,-71.1727583
181,9/17/2004,Boston College,8:00 PM,Connecticut,NR,"Alumni StadiumChestnut Hill, MA",ESPN2,W 27-7,42564,2,0,44500,0.956494382,False,False,0.03,0.0,0.0,70,62,NR,ACC,2004,9,17,W,27-7,27,7,34,"Chestnut Hill, MA",42.3328668,-71.1727583
182,11/6/2004,Boston College,3:30 PM,Rutgers,24,"Alumni StadiumChestnut Hill, MA",ESPN+,W 21-10,41126,5,2,44500,0.924179775,False,False,0.0,0.0,0.0,50,38,NR,ACC,2004,11,6,W,21-10,21,10,31,"Chestnut Hill, MA",42.3328668,-71.1727583
183,9/10/2005,Boston College,12:30 PM,Army*,19,"Alumni StadiumChestnut Hill, MA",ESPN Classic,W 44-7,40166,1,0,44500,0.902606742,False,False,0.0,0.0,0.0,70,53,NR,ACC,2005,9,10,W,44-7,44,7,51,"Chestnut Hill, MA",42.3328668,-71.1727583
184,10/1/2005,Boston College,1:00 PM,Ball State*,21,"Alumni StadiumChestnut Hill, MA",Not on TV,W 38-0,40162,3,1,44500,0.902516854,False,False,0.0,0.0,0.0,60,43,NR,ACC,2005,10,1,W,38-0,38,0,38,"Chestnut Hill, MA",42.3328668,-71.1727583
185,10/8/2005,Boston College,1:00 PM,Virginia,18,"Alumni StadiumChestnut Hill, MA",ABC,W 28-17,35286,4,1,44500,0.79294382,False,False,0.19,0.0,0.0,78,68,NR,ACC,2005,10,8,W,28-17,28,17,45,"Chestnut Hill, MA",42.3328668,-71.1727583
186,10/15/2005,Boston College,12:00 PM,Wake Forest,14,"Alumni StadiumChestnut Hill, MA",JPS,W 35-30,33632,5,1,44500,0.755775281,False,False,5.28,0.0,0.0,58,55,NR,ACC,2005,10,15,W,35-30,35,30,65,"Chestnut Hill, MA",42.3328668,-71.1727583
187,11/12/2005,Boston College,7:00 PM,NC State,NR,"Alumni StadiumChestnut Hill, MA",ESPN2,W 30-10,42826,6,3,44500,0.962382022,False,False,0.0,0.0,0.0,41,26,NR,ACC,2005,11,12,W,30-10,30,10,40,"Chestnut Hill, MA",42.3328668,-71.1727583
189,9/30/2006,Boston College,1:00 PM,Maine*,NR,"Alumni StadiumChestnut Hill, MA",ESPN360,W 22-0,41162,3,1,44500,0.924988764,False,False,0.13,0.0,0.0,65,42,NR,ACC,2006,9,30,W,22-0,22,0,22,"Chestnut Hill, MA",42.3328668,-71.1727583
